sibling#n. 兄弟或姊妹
split#n.&v. 分裂，裂开
subterranean#adj. 地表下的，地下的
scarp#n. 悬崖，陡坡
amplitude#n. 广大，广阔
humility#n. 谦逊，谦恭
perch#v. （鸟）栖息；把…置于；坐在…边缘
cachet#n. 赞同的标志，优越的标志；印章；胶囊
goldbrick#n. 假金砖；懒汉
monotony#n. 单调，千篇一律
aquifer#n. 地下蓄水层
pawn#n. （国际象棋中的）兵，卒；爪牙
modify#v. 修改，变更
heal#v. 治愈
frail#adj. 脆弱的；虚弱的
hulk#n. 废船；残骸；笨重之人或物
onset#n. 开始，开端；攻击
harshly#adv. 粗糙地；刺耳地；严厉地
metropolis#n. 大城市；大都会
mutate#v. 变异，突变；变化
gripping#adj. 吸引注意力的
feline#adj. 猫科的
skillet#n. 煎锅
postscript#n. （信末署名后的）附笔，附言，又及；（正文后的）补充说明
amnesty#n. 大赦，特赦
underutilized#adj. 未充分利用的
wade#v.&n. 涉水；跋涉
interjection#n. 插入语；感叹词
unguarded#adj. 不留神的
captious#adj. 吹毛求疵的
rue#n. 后悔，遗憾
stipple#v. 点画，点描
aggravate#v. 加重，恶化
unexceptionable#adj. 无可非议的
harass#v. 骚扰，烦忧
sham#v. 伪装
seminary#n. 神学院
impeccable#adj. 无瑕疵的；无可挑剔的
analyze#v. 分析，分解
swing#n. 秋千
preternatural#adj. 异常的；超自然的
hereditary#adj. 遗传的；世袭的
pollen#n. 花粉
precise#adj. 精确的；明确的，确切的
quail#v. 畏惧，颤抖
upgrade#v. 提升，给…升级
canyon#n. 峡谷
sequela#n. 后继者；后遗症
shackle#n. 脚镣，枷锁
whisper#v. 耳语，低声说话
trowel#n. 泥刀，小铲子
gong#n. 锣；奖章
signal#adj. 显著的
deface#v. 损伤…的外观；在…上乱涂乱画
timid#adj. 胆怯的；害羞的
repository#n. 贮藏室；仓库
eclogue#n. 田园诗，牧歌
passionate#adj. 多情的；充满激情的；热情的
sensitization#n. 敏化作用
bucket#n. 圆桶
aphorism#n. 格言
embodiment#n. 典型，化身
reciprocate#v. 回报，答谢
controversial#adj. 引起或可能引起争论的；有争议的
underling#n. 下属，手下；走卒
insanity#n. 疯狂；愚昧
groove#n. 沟；槽；辙；（流行音乐的）节奏
vile#adj. 恶劣的，卑鄙的
bravura#adj. 华美的；显示技巧的
bedlam#n. 混乱，骚乱
undermine#v. 破坏，损坏
totem#n. 图腾；标志物
narcissism#n. 自恋，自爱
palter#v. 讨价还价；含糊其辞；敷衍了事
shale#n. 页岩（一种由似泥土细粒的沉淀物层组成的易分裂的岩石）
scurvy#adj. 卑鄙的，可鄙的
detection#n. 查出，探获
deprivation#n. 剥夺；缺乏
affluence#n. 充裕，富足
array#n. 陈列；大批
ensue#v. 继而发生
impel#v. 推进；驱使；激励
diocesan#adj. 主教管区的
fragrance#n. 香料；香味
unsound#adj. 不结实的，不坚固的；无根据的
illusion#n. 假象，幻象；错觉
gene#n. 基因
resurge#v. 复活；再澎湃
epic#adj. 壮丽的；宏大的
ascribe#v. 归功于；归咎于
sustenance#n. 食物，粮食；生计
jesting#adj. 滑稽的；爱开玩笑的
gratuity#n. 赏钱；小费；（尤指军人的）退役金
quirk#n. 奇事；怪癖
fluke#n. 侥幸；意想不到的事
sobriety#n. 节制，庄重
unaffected#adj. 自然的，不矫揉造作的
proximate#adj. 最接近的，直接的
silversmith#n. 银匠
upstart#n. 自命不凡的人；暴发户
nil#n. 无，零
cognomen#n. 姓
meddle#v. 干涉，干预
wrench#n. 板钳，扳手
auxiliary#adj. 辅助的，协助的
insolate#v. 使曝晒
serenade#n. 夜曲
winnow#v. 把（谷物）的杂质吹掉，扬去
belie#v. 掩饰；证明为假
poach#v. 偷猎；窃取，盗用；挖（其他机构的成员或顾客）；水煮
gravity#n. 严肃，庄重；重力；严重性
rapacious#adj. 强夺的，贪婪的
breach#v. 打破，裂开；违背
rollicking#adj. 欢闹的
doctrinaire#adj. 教条主义的，空谈理论的
frustrate#v. 挫败，使沮丧
resurgence#n. 再起，复活，再现
alleviate#v. 缓和，减轻
gargoyle#n. （雕刻成怪兽状的）滴水嘴；面貌丑恶的人
incorruptible#adj. 不动摇的；不受腐蚀的
bereave#v. 丧亲，夺去
prodigy#n. 奇才；天才（尤指神童）
testimony#n. 证词，证明
vindication#n. 洗冤；证实
alimentary#adj. 饮食的；营养的；消化的
neurosis#n. 神经症
pagan#n. 没有宗教信仰的人；异教徒
flammable#adj. 易燃的
access#n. 通路；途径
consistency#n. 一致性；坚实度，可靠性；不矛盾
inhabit#v. 居住于；栖居在
valetudinarian#n. 体弱的人，过分担心生病的人
timidity#n. 胆怯；羞怯
unctuous#adj. 油质的；油腔滑调的
dishearten#v. 使灰心，使沮丧，使气馁
smarmy#adj. 虚情假意的
stupefy#v. （使）茫然，吓呆
perspicuous#adj. 明晰的；明了的
dock#v. 剪短；扣除
doctrine#n. 教义，主义；学说
paragon#n. 模范，典型；尽善尽美的人
certitude#n. 确定无疑
crinkle#n. 皱纹
charlatan#n. 江湖郎中，骗子
fraudulent#adj. 欺骗的，不诚实的
impoverish#v. 使贫困；使贫瘠
plight#n. 困境，苦境
lowbred#adj. 未受过好教育的；没礼貌的
bodyguard#n. 保镖，侍卫
digression#n. 离题，题外话
indulge#v. 放纵；迁就，纵容
shield#v. 掩护，遮挡
rival#v. 与…匹敌；能与…媲美
apocrypha#n. 伪经，伪书
malcontent#n. 不满者，反抗者
anecdote#n. 短故事；轶事
rapport#n. 和睦，意见一致
purlieu#n. （常作复数）邻近地区，边缘地区
inequity#n. 不公正，不公平
peak#v. 憔悴，消瘦；达到最大值；达到高峰
roughen#v. 变得粗糙，变得不平
other#adj. 最近的；前不久的
parlance#n. 说法，用语，词汇
mien#n. 神态；仪表；举止
tutelage#n. 监护，指导
collaborate#v. 合作，协作；通敌
creek#n. 小湾，小溪
academic#adj. 学院的，学术的；理论的
persistence#n. 坚持不懈；持续；毅力
initial#n. （姓名的）首字母
blasphemy#n. 亵渎，渎神
grotto#n. 洞穴；岩洞
recantation#n. 改变论调；改变宗教信仰
guarantee#v. 保证；确保；担保；为…提供质量保证
discharge#v. 流出；释放；解雇
tautological#adj. 用语重复的
hardheaded#adj. （商业上）精明的；不感情用事的；顽固的
augmentation#n. 增加，扩大
crevice#n. 缺口，裂缝
compliant#adj. 服从的，顺从的
entreat#v. 恳求
catholic#adj. 普遍的；广泛的；（人）宽厚的
ecstasy#n. 狂喜；欣喜若狂
singularity#n. 独特；奇点（天文学上密度无穷大、体积无穷小的点）
terrestrial#adj. 地球的；陆地的
imperil#v. 使陷于危险，危及
startle#v. 使吃惊
artificial#adj. 人造的，假的
defuse#v. 拆除（炸弹等）的引信；化解，缓和
sanction#n.&v. 批准，认可
paleontology#n. 古生物学
filibuster#v.&n. 妨碍议事，阻挠
moron#n. 白痴，低能儿
airtight#adj. 密闭的，不透气的
broker#n. 经纪人
offish#adj. 冷淡的
poignant#adj. 令人痛苦的；辛酸的；尖锐的
statute#n. 法规，法令
flout#v. 蔑视，违抗
nonesuch#n. 无以匹敌之人
deactivate#v. 使无效，拆除（爆炸装置）
polyandry#n. 一妻多夫制
profiteer#n. 奸商，牟取暴利者
traverse#v. 横穿；横越；穿过
induct#v. 使就职；征召…入伍
timorous#adj. 胆小的，胆怯的
sanguine#adj. 乐观的；红润的
podiatrist#n. 足医
cryogenic#adj. 低温的，制冷的；低温学的
lullaby#n. 摇篮曲，催眠曲
informed#adj. 了解情况的；见多识广的；有见识的；（消息来源）可靠的
daze#v. 使茫然，使眩晕
erstwhile#adj. 以往的；往昔的
filial#adj. 子女的；孝顺的
orient#v. 确定方向；使熟悉情况
parse#v. 从语法上分析
sadden#v. 使伤心，使悲哀
blanch#v. 使变白；使（脸色）变苍白
inchoate#adj. 刚开始的；未发展的；不成熟的
conifer#n. 针叶树
dejected#adj. 沮丧的，失望的
sprawling#adj. 植物蔓生的，（城市）无计划地扩展的
panel#n. 专门小组；仪表板
pedant#n. <贬>卖弄学问的人，书呆子
prostrate#v. 使俯伏，使拜倒
kaleidoscope#n. 万花筒；产生有趣的对称效果
curmudgeon#n. 脾气暴躁之人；守财奴
amnesia#n. 健忘症
amendment#n. 改正，修正；[法]修正案
osmosis#n. 渗透；潜移默化
concerto#n. 协奏曲
witch#n. 巫婆，女巫
infatuate#v. 使迷恋；使糊涂
defunct#adj. 死亡的；不再存在的
credence#n. 相信，信任
alter#v. 改变，更改
demolish#v. 破坏；拆除
replete#adj. 饱满的，塞满的
rout#n. 大败，溃败
irk#v. 使苦恼的，厌烦
rejuvenate#v. 使返老还童
infer#v. 推断，推定；暗示
down#n. 绒毛；汗毛
liquid#adj. 清澈的
grain#n. 谷物；谷粒；（木材表面的）纹理
base#adj. 卑鄙的
imbroglio#n. 纠纷，纠葛
turncoat#n. 背叛者，变节者
baste#v. 倒油脂于（烤肉上，以防烤干）
diversity#n. 差异；多样性
traitor#n. 卖国贼，叛徒
dissemble#v. 隐藏，掩饰（感受、意图）
doff#v. 脱下
infraction#n. 违反；违法
glorify#v. 美化；赞美
bulk#n. 体积；数量；大多数；大身躯
deterioration#n. 恶化，堕落
demented#adj. 疯狂的
refulgent#adj. 辉煌的，灿烂的
paradox#n. 矛盾；悖论；似矛盾而正确的说法
untoward#adj. 不幸的，（坏事）没料到的
inquiry#n. 询问；打听；调查；询问过程
weasel#v. 逃避
allegiance#n. 忠诚，拥护
allergic#adj. 过敏的；对…讨厌的
venerate#v. 崇敬，敬仰
saccharine#adj. 故作多情的；（说话声）娇滴滴的
downpour#n. 暴雨
query#n.&v. 质问，疑问，询问
camouflage#n.&v. 掩饰，伪装
transport#n. 狂喜
goblet#n. 高脚酒杯
premeditated#adj. 预谋的，事先计划的
thermal#n. 热气流
procure#v. 取得，获得
asperity#n. 严酷；粗鲁
well#adj;adv;n;v. 良好的；很好地；泉水；喷出
cower#v. 畏缩，蜷缩
felony#n. 重罪
preponderate#v. 超过，胜过；占优势
massive#adj. 巨大的，厚重的；（疾病）非常严重的
forsake#v. 遗弃，放弃
assessment#n. 估计，评价
alliterate#v. 押头韵
contravene#v. 违背（法规，习俗等）
cascade#n. 小瀑布
porous#adj. 可渗透的；多孔的；多漏洞的
fury#n. 狂怒，暴怒；怒不可遏
runic#adj. 北欧古代文字的；神秘的
maraud#v. 抢劫，掠夺
acquired#adj. 后天习得的；已成习惯的
awl#n. （钻皮革的）锥子，尖钻
console#v. 安慰，抚慰
defense#n. 防御，防护
concord#n. 和睦；公约
onslaught#n. 猛攻，袭击；大批，大量
restrain#v. 克制，抑制
myopia#n. 近视；缺乏远见
simian#n. 猴，类人猿
travesty#n. 嘲弄；歪曲；拙劣模仿
recess#n. 壁凹（墙上装的架子、柜子等凹处）；休假
hazardous#adj. 有危险的；有危害的
arable#adj. 可耕的，适合种植的
pecan#n. 山核桃
flatcar#n. 平台型铁路货车
metropolitan#adj. 大都市的，大都会的
enmity#n. 敌意，仇恨
checkered#adj. 多种多样的
vexation#n. 困扰，苦恼
oak#n. 橡树
inveigle#v. 诱骗，诱使
inhumane#adj. 不人道的；残忍的
puffery#n. 极力称赞，夸大的广告，吹捧
savant#n. 博学之士，大学士
sequester#v. （使）隐退；使隔离
perimeter#n. [数]周长；边缘
sophistication#n. 强词夺理，诡辩；精密
district#n. 地区，行政区
abstinent#adj. 饮食有度的；有节制的；禁欲的
puckish#adj. 淘气的；好恶作剧的
scare#n.&v. 惊吓，受惊，威吓
ostracism#n. 放逐，排斥
acknowledge#v. 承认；致谢
browse#n. 嫩叶；嫩芽
sober#adj. 清醒的；庄重的
rectitude#n. 诚实，正直
unstinting#adj. 极为慷慨的，大方的
nucleate#v. 使成核；开始形成
decibel#n. 分贝（音量的单位）
pancreas#n. 胰腺
exchequer#n. 国库；财源
expediency#n. 方便；权宜之计
wan#adj. 虚弱的；病态的
pretext#n. 借口；托辞
hoof#n. （牛马的）蹄
halo#n. （日、月等）晕；光环
nadir#n. 最低点；最压抑、消沉等的时刻；天底
isolate#v. 使孤立；使隔离；[化]使离析
spontaneity#n. 自然行为，自发动作
premise#n. 前提；（企业或机构使用的）房屋及土地
dodder#v. 蹒跚，摇摆
cineaste#n. 影迷，热衷于电影的人
blissful#adj. 极幸福的
abase#v. 降低自己，贬低，使卑下
equation#n. 等式，方程式；相等
off#adj. 走调的，不当的
cubicle#n. 小房间，隔间
twinge#n. （生理，心理上的）剧痛
ballad#n. 歌谣，小曲
lateral#adj. 侧面的
recital#n. 独奏；吟诵
instinctive#adj. 本能的
willow#n. 柳树
seemly#adj. 得体的，适宜的
mendacious#adj. 虚假的；撒谎的
florescence#n. 花期；开花；全盛时期
determinant#adj. 决定性的
wilt#v.&n. 使…凋谢，枯萎
illusive#adj. 虚幻的，虚假的
improvident#adj. 无远见的，不节俭的
personage#n. 名，要人；（戏剧）人物
turgid#adj. 浮肿的，肿胀的；浮夸的
loft#n. 阁楼；顶楼
pantheon#n. 万神殿
distend#v. （使）膨胀，胀大
curt#adj. （言词、行为）简略而草率的
commune#v. 与某人亲密地交谈
trenchant#adj. 一针见血的
explicable#adj. 可解释的；可说明的
sordid#adj. 卑鄙的；肮脏的
bicker#v. 为小事争吵
ostracize#v. 放逐；排斥，排挤
propriety#n. 适当；正当；妥当；得体
accompany#v. 伴随，陪伴
indemnify#v. 赔偿；补偿
totalitarian#adj. 极权主义的
inundate#v. 淹没；泛滥；使应接不暇
tissue#n. 细胞组织；薄纸，棉纸
gradation#n. 渐变；阶段，等级
jamb#n. 侧柱；柱状物
portentous#adj. 凶兆的；自命不凡的，装腔作势的；影响重大的
ejaculate#v. 突然叫出或说出；射出
pathology#n. 病理（学）
baffle#v. 使困惑，难倒
prick#v. 刺痛；戳伤；扎伤
wistful#adj. 惆怅的，渴望的
asterisk#n. 星号
conception#n. 概念；开始
argot#n. 隐语，黑话
emasculate#adj. 柔弱的
spangle#v. （使）闪烁发光
fleeting#adj. 短暂的，飞逝的
anticipate#v. 预期，期待
tidy#adj. 整齐的，整洁的
domain#n. 领土；领域
hobble#v. 阻碍；跛行，一瘸一拐地走
flaggy#adj. 枯萎的；松软无力的；多扁石的
vampire#n. 吸血鬼；吸血蝠
omnivorous#adj. 杂食的；兴趣杂的
lurk#v. 潜伏，暗藏
elementary#adj. 初级的，基本的
celestial#adj. 天体的，天上的
perspective#n. 远景；态度；观点；角度；透视画法
affected#adj. 不自然的；假装的
marble#n. 大理石
inordinate#adj. 过度的，过分的
disgorge#v. 呕出；流出
leaven#v. 发酵；影响
depravity#n. 堕落
pageant#n. 盛装游行（或庆典）；选美比赛；露天历史剧
witness#v. 目击
incense#n. 香  inˈsens v. 激怒
diabolical#adj. 恶毒的，狠毒的
surreptitious#adj. 鬼鬼祟祟的
nice#adj. 精密的，细微的
mingle#v. 混合；（感情）交织
raconteur#n. 善于讲故事的人
formation#n. 组织，形成；（军队）编队
incrustation#n. 硬壳，外层
motile#adj. 能动的，有自动力的
profane#v. 亵渎，玷污
sturdy#adj. （身体）强健的；结实的
grisly#adj. 恐怖的，可怕的
caldron#n. （煮汤用的）大锅
unrequited#adj. （爱情）单相思的
sheer#adj. 完全的；陡峭的；极薄的
lap#v. 舔食；泼溅
ablution#n. （宗教的）净礼，沐浴
analgesia#n. 痛觉缺失（或消失）；止痛
magnify#v. 放大；赞美；加剧
pugilism#n. 拳击，搏击
clog#v. 阻塞
aperture#n. 孔隙，窄的缺口
clumsy#adj. 笨拙的；拙劣的
reptilian#adj. 爬虫类的；卑下的
recluse#adj. 隐居的
affinity#n. 密切关系；吸引力
overrule#v. 否决；驳回
manacle#n. 手铐
plaudit#n. 喝彩；赞扬
infest#v. 大批出没于；侵扰；充斥
monastery#n. 修道院，寺院
percussion#n. 敲击乐器
resort#n. 度假胜地
paranoid#adj. 患偏执狂的；过分怀疑的
grave#n. 墓穴；死亡
coma#n. 昏迷状态
realign#v. 重新组合（排列）
fret#n.&v. 烦恼，焦虑
suffuse#v. （色彩等）弥漫，染遍
bare#adj. 赤裸的
steeple#n. 尖塔，尖阁
expeditious#adj. 迅速的，敏捷的
ostentation#n. 夸示，炫耀；卖弄
flaw#v. 生裂缝；有瑕疵
puberty#n. 青春期；发育期
tirade#n. 长篇的攻击性讲话
punctilious#adj. 一丝不苟的；循规蹈矩的
astringent#n. 收缩剂，止血剂
dual#adj. 双重的
grouse#v. 抱怨；发牢骚
palliative#adj. 减轻的，缓和的
embarrass#v. 使忸怩，使难堪
judicial#adj. 法庭的，法官的
naivety#n. 天真，纯朴，幼稚
incumbent#adj. 义不容辞的
announce#v. 宣布，发表；通报…的到来
irrepressible#adj. 压抑不住的
reconstitute#v. 再组成；用水泡
landfill#n. 垃圾填埋；垃圾填埋场
dogmatism#n. 教条主义，武断
impressionable#adj. 易受影响的；无判断力的
disposed#adj. 乐意的；愿意的
superstition#n. 迷信，迷信观念
padding#n. 衬垫，衬料；冗词赘句
scarcity#n. 不足，缺乏
rural#adj. 乡村的
offbeat#adj. 不寻常的；非常规的；非正统的
unregenerate#adj. 不能再生的；不知悔改的
pacify#v. 使平静，抚慰；平定，平息
predilection#n. 偏袒，爱好
dogged#adj. 顽强的
invoice#v. 给开发票
sport#v. 炫耀，卖弄
underwrite#v. 同意负担…的费用；为…保险
advent#n. 到来，来临
shred#n. 碎片，破布；些许
